dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.frequence;custom.cycle;custom.periodicity;pigma.identifiant-pigma;pigma.lien-pigma;pigma.origine;pigma.frequence;pigma.remarque_frequence;datasetid
;;;;;;;;;;;;;;;;;communauté urbaine,Services d'utilité publique et services publics,Services d'utilité publique,opendata,données ouvertes,inspire,TO_EQPUB,compléments cartographiques,cartographies,mairies,églises,écoles,hôpitaux,gares,cimetières,terrains de sport,stades,gymnases,cinémas,théâtres,jardins publics,espaces verts,TO_EQPUB_P;;96676538-5e81-4ead-805e-d3fab6152692;;;;;Direction de l'Information Géographique;;;;Ce  jeu de données a vocation à permettre une localisation rapide des équipements publics par point d'intérêt et à centraliser les informations concernant ces équipements publics. Il a pour but de servir de support de référence, utilisable pour tout type d'étude, d'analyse ou de représentation cartographique.;Bordeaux Métropole;-0.8835;-0.44377;44.73008;45.04764;Equipement public;"<html>  <head></head>  <body>   <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#to_eqpub_p"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png"">      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br>   <p> Ce jeu de données représente par un ponctuel, l'emplacement des équipements publics sur le territoire de Bordeaux Métropole. Les équipements publics sont répartis en 15 thèmes : : Enseignement divers et formation, Santé et action sociale, Sport-loisir - Socio-éducatif, Culture-Patrimoine, Administration, Services, Sécurité, Espace vert ou espace public urbain, Déplacements, Production et transformation d'énergie-assainissement-environnement, Cultuel, Métropole, Sénior, Commune, Petite enfance. </p>   <hr>   <p> Ce jeu de données peut être mis en relation avec les&nbsp;<a href=""/explore/dataset/to_eqbat_s"" target=""_blank"">Bâtiments publics</a> via&nbsp;<a href=""/explore/dataset/to_eqbat_to_eqpba_to_eqpub"" target=""_blank"">Relation bâtiment et équipement</a> ou avec l'<a href=""/explore/dataset/to_eqlim_s"" target=""_blank"">Emprise des équipements publics</a> via&nbsp;<a href=""/explore/dataset/to_eqlim_to_eqpli_to_eqpub"" target=""_blank"">Relation limites et équipement</a> </p>   <hr id=""horizontalrule"">   <p> Ce jeu de données est disponible dans un format additionnel : <br> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/TO_EQPUB_P.dwg""> Téléchargement au format AutoCAD DWG </a> </p>  </body></html>";Observation / connaissance du territoire;représentation,services,églises,écoles,verts,théâtres,terrains,sécurité,stades,sport,santé,personnes,mairies,hopitaux,gymnases,gares,équipements,cinémas,cimetières,cartographies,jardins,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:30:13+00:00;False;True;2026-03-31T03:30:13+00:00;2026-03-31T03:30:13.183000+00:00;fr_70_243300316;True;Bordeaux Métropole;Point;"{""coordinates"": [[[-0.466582328081131, 45.01437538303435], [-0.8455696608871222, 45.01437538303435], [-0.8455696608871222, 44.7493002936244], [-0.466582328081131, 44.7493002936244], [-0.466582328081131, 45.01437538303435]]], ""type"": ""Polygon""}";Bordeaux Métropole;;5776;;;;;;;False;;;Quotidienne;Finalisé;Quotidienne;96676538-5e81-4ead-805e-d3fab6152692;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/96676538-5e81-4ead-805e-d3fab6152692;Ce jeu de données géographiques est produit par Bordeaux Métropole à partir des remontées d'information des communes, des services de Bordeaux Métropole et de constatations faites sur le terrain. La mise à jour est assurée régulièrement. Les objets géographiques sont saisis à partir des orthophotographies successives disponibles à Bordeaux Métropole et positionnés en fonction des autres ponctuels pour éviter leurs superpositions dans le SIG.;En continu;;to_eqpub_p
;;;;;;;;;;;;;;;;;communauté urbaine,Altitude,Altimétrie,opendata,données ouvertes,inspire,TO_COURB,compléments cartographiques,cartographie,MNT_2016,modèle numérique de terrain,courbes de niveau,MNT,TO_COURB_L;;9ee7cd80-7daf-48f7-8a92-63c13f21fcc2;;;;;Direction de l'information Géographique;;;;Ce jeu de données a vocation à servir de représentation du terrain dans une maquette numérique 3D et pour des études ou analyses nécessitant une représentation en 3D du relief.;Bordeaux Métropole;-0.8835;-0.44377;44.73008;45.04764;Courbe de niveau 2016;"<div class=""dico""><a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#to_courb_l"" target=""_blank"">  <div><div class=""dico-img-div"">    <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/> </div><small class=""dico-lib"">Dictionnaire Public</small></div></a></div><br/><p>  Ce jeu de données représente les courbes de niveau du terrain de Bordeaux Métropole issues de l'acquisition aéroportée photogrammétrique et lasergrammétrique de l'été 2016 sur le territoire de Bordeaux Métropole plus un débord de 300 m. Les courbes de niveau du terrain servent à la représentation cartographique du relief. Elles sont le résultat de l'extraction automatique, à partir d'un modèle numérique de terrain simplifié, des lignes formées par les points du terrain situés à la même altitude. L'équidistance entre chaque courbe de niveau est de 50 cm. </p>  <hr id=""horizontalrule""/> <p>  Ce jeu de données est disponible dans un format additionnel :   <br/> </p> <p>  <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/TO_COURB_L.dwg"">  Téléchargement au format AutoCAD DWG  </a> </p>";Observation / connaissance du territoire;altimétrie,référentiels,coordonnées,canevas,nivellement,planimétrie,repère,points,matricules,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2019-04-03T16:04:07+00:00;False;False;2019-11-29T09:25:23+00:00;2026-03-30T20:01:54.167000+00:00;fr_70_243300316;False;Bordeaux Métropole;LineString;"{""coordinates"": [[[-0.45124294236302376, 45.041568581946194], [-0.8878056518733501, 45.041568581946194], [-0.8878056518733501, 44.739068169146776], [-0.45124294236302376, 44.739068169146776], [-0.45124294236302376, 45.041568581946194]]], ""type"": ""Polygon""}";Bordeaux Métropole;;15418;INSEE IGN NaturalEarth DGCL - BANATIC MEFR MAA;;;;;;False;;;Millésimée;Finalisé;;9ee7cd80-7daf-48f7-8a92-63c13f21fcc2;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/9ee7cd80-7daf-48f7-8a92-63c13f21fcc2;Ce jeu de données provient de l'acquisition aéroportée photogrammétrique et lasergrammétrique qui a eu lieu en été les 3, 6 et 7 août 2016. Les courbes de niveau du terrain sont le résultat de l'extraction automatique, à partir d'un modèle numérique de terrain simplifié, des lignes formées par les points du terrain situés à la même altitude. L'équidistance entre chaque courbe de niveau est fixée à 50 cm. Les courbes de niveau sont triées en fonction de leur altitude en quatre classes définies par les paliers suivants : tous les 0,5 m, tous les 1 m, tous les 5 m et tous les 10 m. Pour la production des courbes de niveau, le modèle numérique de terrain est lissé et préalablement triangulé à partir du nuage de points du terrain, de l'extrait des points des lignes caractéristiques du terrain sauf celles des tunnels, des ponts, des escaliers, des terrains de sport, des surfaces d'eau et des fleuves ainsi que des lignes caractéristiques du terrain pour les terrains de sport, les surfaces d'eau et les fleuves dont l'altitude est constante. La précision en EMQ (Erreur Quadratique Moyenne) est inférieure à 25 cm en planimétrie et inférieure à 12,5 cm en altimétrie pour les données ayant permis la création des courbes de niveau. Le lissage du modèle numérique de terrain réduit de plusieurs centimètres cette précision.;Non planifié;Données millésimées 2016;to_courb_l
;;;;;;;;;;;;;;;;;sinistre,maison indivuelle,retrait,gonflement,argiles,opendata,données ouvertes,RI_ALEARGA_S,RI_ALEARGA;;2012ec03-1e0b-4362-8383-b2557f78672e;;;;;Direction Developpement Numerique du Territoire ADG TND;;;;Ce jeu de données est mobilisé dans le cadre de la construction d'un observatoire de la vulnérabilité du territoire, pour le calcul d'indicateurs d'exposition à des aléas;Département de la Gironde;-0.8835;-0.44377;44.730085;45.04764;Aléa retrait/gonflement des argiles;"       <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#ri_alearga_s"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br>   <p>Ce jeu de données présente, sous la forme d'objets surfaciques, les risques d'aléa retrait/gonflement des argiles sur le territoire Girondin.</p>   <hr id=""horizontalrule""/>   <p> Ce jeu de données est disponible dans un format additionnel :    <br> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/RI_ALEARGA_S.dwg""> Téléchargement au format AutoCAD DWG </a> </p>  ";Observation / connaissance du territoire;environnement,data-gouv,risque,nature,mouvement,terrain,argile;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:46:02+00:00;False;True;2026-03-31T03:46:02+00:00;2026-03-31T03:46:02.274000+00:00;fr_60_33;False;Gironde;Polygon;"{""coordinates"": [[[0.021916916593909264, 45.06936485879123], [-0.9187849145382643, 45.06936485879123], [-0.9187849145382643, 44.282782883383334], [0.021916916593909264, 44.282782883383334], [0.021916916593909264, 45.06936485879123]]], ""type"": ""Polygon""}";Bureau de Recherches Géologiques et Minières;;134;;;;;;;False;;;Quotidienne;Finalisé;Irrégulière;;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/2012ec03-1e0b-4362-8383-b2557f78672e;Jeu de données produit en externe et récupéré auprès de la DDTM;Deux fois par an;Les mises à jour sont réalisées tous les 6 mois environ, à partir des données issues de Géorisques (par flux WFS);ri_alearga_s
;2021-07-26;Ville de Bordeaux;DB-SEM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fontaines d'eau potable de la ville de Bordeaux;<p>Emplacement des fontaines à boire de la ville de Bordeaux avec modèle, état de fonctionnement et affichettes présentes sur les fontaines.</p><p>Comprend également les fontaines des cimetières dont certaines sont non-potables (précisé dans le modèle de la fontaine).</p>;Eau et assainissement;Voie publique,fontaine,eau potable;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-26T11:00:48+00:00;False;True;2026-03-26T11:00:48+00:00;2026-03-26T11:00:48.940000+00:00;fr_80_33063;False;Bordeaux;Point;"{""coordinates"": [[[-0.5408300645649433, 44.90517133846879], [-0.6370966415852308, 44.90517133846879], [-0.6370966415852308, 44.81265302281827], [-0.5408300645649433, 44.81265302281827], [-0.5408300645649433, 44.90517133846879]]], ""type"": ""Polygon""}";Ville de Bordeaux;;279;INSEE IGN NaturalEarth DGCL - BANATIC MEFR MAA;;;;;;False;;;Millésimée;Finalisé;Trimestrielle;;;;;;bor_fontaines_eau_potable
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lieux d'inclusion numérique;<p>Ce jeu de données représente les lieux d'inclusion numérique de Bordeaux Métropole.</p><p>Les données collectées permettent de faciliter l’orientation de publics, éloignés du numérique, par des professionnels de l'action sociale vers des structures d’inclusion numérique sur le territoire de Bordeaux Métropole.<br/></p>;Relation Usagers;numérique,aide,formation,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2021-05-25T12:00:04+00:00;False;False;2021-07-30T10:07:21+00:00;2025-06-02T08:11:20.642000+00:00;fr_70_243300316;False;Bordeaux Métropole;Point;"{""coordinates"": [[[-0.4884793795645237, 45.011754278093576], [-0.7793973851948977, 45.011754278093576], [-0.7793973851948977, 44.764746758155525], [-0.4884793795645237, 44.764746758155525], [-0.4884793795645237, 45.011754278093576]]], ""type"": ""Polygon""}";Bordeaux Métropole;;125;INSEE IGN NaturalEarth DGCL - BANATIC MEFR MAA;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_lieux_inclusion_numerique
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Déchets de Bordeaux Métropole;"<p> Ces données listent les différents déchets qui peuvent être jetés sur la métropole de Bordeaux. </p>   <br/> 
<hr/>

<p>Ce jeu de données peut être mis en relation avec <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/met_exutoires_conseils"" target=""_blank"">La liste des exutoires et conseils associés</a> via le <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/met_dechets_exutoires"" target=""_blank"">jeu d'association déchets - exutoires</a></p> ";Déchets;environnement,recylage,tri,collecte,déchets,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2023-10-04T13:03:58+00:00;False;True;2023-10-04T13:03:58+00:00;2025-06-02T08:11:23.840000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;1450;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_dechets
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Objet surfacique du PCRS : infrastructure de transport;"<div class=""dico"" style=""font-size: 12.495px;""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#cr_objet_infra_s"" target=""_blank"">     <div class=""dico-img-div"">      <img alt=""picto dictionnaire public"" class=""dico-img"" src=""https://opendata.bordeaux-metropole.fr/assets/theme_image/dico_big.png""/>     </div><small class=""dico-lib"" style=""font-size: 9.996px;"">Dictionnaire Public</small></a>   </div><p>Ce jeu de donnée référence les Objets surfaciques du PCRS du thème ""Infrastructure de transport"".<br>Le Plan Corps de Rue Simplifié (PCRS) est constitué et actualisé sur Bordeaux Métropole dans le cadre de la réforme anti-endommagement des réseaux de 2012 afin de servir de référentiel géographique de précision pour la sécurisation des interventions à proximité des réseaux en tant que support à la localisation des réseaux dans les réponses aux déclarations de travaux (DT et DICT). Le PCRS sur Bordeaux Métropole est une restitution d'objets vecteur 3D avec une classe de précision de [3 cm] en XY et Z pouvant servir à d’autres usages allant au-delà de la réglementation anti-endommagement pour laquelle il a été initialement constitué.</p>     <hr id=""horizontalrule""/>   <p>Ce jeu de données est disponible dans un format additionnel :  <br></p>   <p><a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/CR_OBJET_INFRA_S.dwg"">Téléchargement au format AutoCAD DWG  </a></p>";Infrastructure physique (réseau);pcrs,public,domaine,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T04:31:19+00:00;False;True;2026-03-31T04:31:19+00:00;2026-03-31T04:31:20.017000+00:00;fr_70_243300316;False;Bordeaux Métropole;Polygon;"{""coordinates"": [[[-0.46720300801098347, 45.02424038015306], [-0.7988997269421816, 45.02424038015306], [-0.7988997269421816, 44.75227436050773], [-0.46720300801098347, 44.75227436050773], [-0.46720300801098347, 45.02424038015306]]], ""type"": ""Polygon""}";Bordeaux Métropole;;32011;;;;;;;False;;;Quotidienne;Finalisé;Quotidienne;;;;;;cr_objet_infra_s
;;;;;;;;;;;;;;;;;;;0092aa3b-4733-4ca0-81f6-90bbfb4cd27c;;;;;DGHQV - Direction Stratégie et actions énergétiques / DGT - Direction d'Appui aux Territoire;;;;Ce jeu de données a été créé dans l'objectif de partager la localisation des réseaux de chaleur en service, en travaux ou en projet sur Bordeaux Métropole. Ces données permettront notamment d'informer les agents de Bordeaux Métropole des projets de réseaux de chaleur en cours. Elles permettront également d'informer les habitants de la proximité de leur bâtiment  avec un réseau de chaleur et susciter l'intérêt de le raccorder si ce n'est pas le cas et si leur système de chauffage est compatible.;Bordeaux Métropole;-0.8835;-0.44377;44.730085;45.04764;Canalisation des réseaux de chaleur urbain;"       <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#eg_reseau_chaleur_l"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br>   <p>Ce jeu de données présente sous forme de linéaires, les canalisations des réseaux de chaleur urbain sur le territoire métropolitain.</p> <hr>  <p>Ce jeu de donnée peut être mis en relation avec les <a href=""/explore/dataset/eg_concession_s"" target=""_blank"">périmètres de concession du réseau de chaleur urbain</a>   <hr id=""horizontalrule""/>   <p> Ce jeu de données est disponible dans un format additionnel : <br> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/EG_RESEAU_CHALEUR_L.dwg""> Téléchargement au format AutoCAD DWG </a> </p>  </p>";Energie; cartographies,réseau,chaleur,énergie,data-gouv,canalisation;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T04:25:49+00:00;False;True;2026-03-31T04:25:49+00:00;2026-03-31T04:25:50.019000+00:00;fr_70_243300316;False;Bordeaux Métropole;LineString;"{""coordinates"": [[[-0.5048205703496933, 44.91882977541536], [-0.7500935811549425, 44.91882977541536], [-0.7500935811549425, 44.768504071980715], [-0.5048205703496933, 44.768504071980715], [-0.5048205703496933, 44.91882977541536]]], ""type"": ""Polygon""}";Bordeaux Métropole;;2463;;;;;;;False;;;Quotidienne;Finalisé;Irrégulière;;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/0092aa3b-4733-4ca0-81f6-90bbfb4cd27c;Le zonage de ce jeu de donnée a été dessiné à partir de l'orthophoto par la Direction Stratégie et Actions Energetiques afin de prendre en compte grosso modo les zones de densité énergétique (à savoir les zones où il y a une concentration de consommateurs de gaz naturel pour le chauffage de leur bâtiment) sur les communes concernées.;;Les mises à jour sont réalisées tous les ans, à partir des éléments transmis par les Délégataires/exploitants des réseaux de chaleur dans leur rapport annuel d'activité pour les réseaux de chaleur publiques en service ou en travaux et par le service 'Réseaux de chaleur' de Bordeaux Métropole pour les réseaux en projet.;eg_reseau_chaleur_l
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Décision modificative n°2 2023 de la ville de Bordeaux;Décision modificative n°2 par nature au niveau des chapitres.;Finances;budget,finances,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2024-02-06T13:26:49+00:00;False;True;2024-02-06T13:26:49+00:00;2025-06-02T08:08:14.667000+00:00;fr_80_33063;False;Bordeaux;;;Ville de Bordeaux;;1789;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;bor_decimod2_2023
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Observatoire Métropolitain des inégalités numériques;"<div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#de_observatoire_inclusion_numerique_a"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br/>   <p>Le jeu de données est le résultat d’une grande enquête menée auprès de la population métropolitaine. L’objectif de cette enquête est de mieux comprendre les inégalités numériques des habitants, leur rapport au numérique, la place du numérique dans leurs quotidiens, et leurs possibles difficultés rencontrées dans l'usage d'internet et du numérique.<br/>
Ces résultats pourront être analysés à plat, ou par croisements (par typologie de répondants, territoires, questions thématiques…).Cette enquête et les analyses en découlant pourront permettre mieux identifier les inégalités numériques de habitants de Bordeaux Métropole, et mieux cibler les actions et politiques publiques d’inclusion numérique du territoire. <br/>
Ce jeu de données expose des données thématiques (réponses à des questions sur le thème du numérique, souvent à choix multiples) et des données sur les profils des répondants (variables sociodémographiques et domiciliation). <br/>
Les données ont été collectées par la société Tryom en tant que prestataire de Bordeaux Métropole ; l’enquête a été réalisée par téléphone entre Mai et Juin 2023, par des équipes professionnelles de télé-enquêteurs formés à cette enquête.<br/> 
Cette enquête a été réalisée auprès d’un échantillon de 5008 habitants, représentatif de chacune des 28 communes de Bordeaux Métropole. <br/>
La méthodologie et l’échantillonnage ont été réalisés selon la méthode des quotas (quotas sur chacune des variables sociologiques d’âge, de genre et de catégorie socioprofessionnelle par territoire). Un redressement complémentaire à celui des communes a ensuite été appliqué sur l’ensemble de ces variables afin que l’analyse globale corresponde aux caractéristiques sociologiques du territoire métropolitain. Ainsi, pour analyser les résultats de manière représentative, il est nécessaire d’appliquer un coefficient de redressement pour chaque répondant (poids des répondants selon la méthode des quotas). La colonne «nb_reponses_redressees » expose ce coefficient de redressement. <br/>Avec cette méthode, et sur un échantillon de plus de 5000 individus, nous obtenons ainsi un indice de confiance de +/- 1,1 points. Cela signifie par exemple, que pour un résultat au global de 80% sur une question, il y a 95% de chance que le résultat sur la population totale de Bordeaux Métropole soit réellement compris entre 78,9% et 81,1%. <br/>
La maintenance du jeu de données est portée par les équipes de la Direction Générale du Numérique et des Systèmes d’Information de Bordeaux Métropole, et son Centre Inclusion numérique.<br/>
Le jeu de données pourra être mis à jour suite à une autre enquête similaire dans les années suivantes (périodicité supérieure à une périodicité annuelle pour raison d’équilibre entre les coûts d’une telle enquête et les apports de nouveaux résultats et nouveaux enseignements dans le temps).<br/>
La conformité au RGPD de ces données d’enquête est assurée par des protocoles de recueil et de traitement de données. Aucun élément d’identification personnelle directe des répondants n’a par ailleurs été collecté auprès des répondants.</p>";Evaluation des politiques publiques;numérique,data-gouv,inégalité,observatoire;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2023-10-18T07:43:13+00:00;False;True;2023-10-18T07:43:13+00:00;2026-03-30T20:07:09.770000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;239747;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;de_observatoire_inclusion_numerique_a
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Référentiel des stations de la base nationale HYDRO en Gironde;"<p>Ce jeu présente les stations du référentiel hydrométrique situées sur le département de la Gironde. Ce sont des appareils installés sur un site hydrométrique afin d'observer et de mesurer une grandeur spécifique liée à l'hydrologie (hauteur ou débit). </p><br>
<p>Concernant l'observation de la hauteur d'eau, il s'agit généralement d'une échelle limnimétrique. Une station hydrométrique peut porter une hauteur et/ou un débit (directement mesurés ou calculés à partir d'une courbe de tarage). Chaque station possède un ou plusieurs capteurs (=appareil mesurant une grandeur, hauteur ou débit). La station est identifiée par un code rattaché au site hydrométrique. Ce code est sans signifiance particulière et doit toujours être accompagné par le code du site hydrométrique. </p>
<p><br>Ces données sont issues de la plate-forme HYDRO Centrale (PHyC), opérée par le Service Central d’Hydrométéorologie et d’Appui à la Prévision des Inondations (SCHAPI). Le données ainsi publiées s'appuient sur le dictionnaire suivant : <a href=""http://id.eaufrance.fr/ddd/HYD/2.4"" target=""_blank"">Dictionnaire des données Hydrométriques</a><br></p>";Observation / connaissance du territoire;vigicrues,cours d'eau,crues,sandre,hydro;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-30T08:20:03+00:00;False;True;2026-03-30T08:20:03+00:00;2026-03-31T08:21:00.169000+00:00;fr_60_33;False;Gironde;Point;"{""coordinates"": [[[0.07803543470799923, 45.56840074248612], [-1.151321455836296, 45.56840074248612], [-1.151321455836296, 44.41037577576935], [0.07803543470799923, 44.41037577576935], [0.07803543470799923, 45.56840074248612]]], ""type"": ""Polygon""}";Service Central d’Hydrométéorologie et d’Appui à la Prévision des Inondations;https://hubeau.eaufrance.fr/page/api-hydrometrie#/hydrometrie;75;;;;;;;False;;IRREG;Quotidienne;Finalisé;Irrégulière;;;;;;referentiel-stations-base-nationale-hydro-gironde
;2012-09-20;Ville de Bordeaux;DPT;;;Trimestrielle;;;Tronçon de voie;Précision : Bonne, Exhaustivité : Totale;;;;;;;;;;;;;;;;;;;;;;;;Liste des voies par quartier de Bordeaux en 2019;Liste des tronçons de rue par quartier.;Infrastructure physique (réseau);Adresse,Quartier,Rues;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-08T10:33:39+00:00;False;False;2021-01-12T10:26:45+00:00;2025-06-02T08:07:04.787000+00:00;fr_80_33063;False;Bordeaux;;;Ville de Bordeaux;;4873;;;;;;;False;;;Millésimée;Finalisé;Irrégulière;;;;;;bor_refvoiesquartiers
